sentiment ,description
0,"1 -1 0 awsome [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 The Bestest [proper noun] editing app [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"3 -3 0 Was .....[sentence: 1,-1] N Now [proper noun] .....[sentence: 1,-1] Used to be great[3] for editing all my photos .[sentence: 3,-1] It would be the only one I would use .[sentence: 1,-1] And now ,there's this pop up preview that shows you your selection when you click on it ,it's so aggravating[-3] .[sentence: 1,-3] On the other hand this app would have gotten 5 stars .[sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 PicsArt [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 oh my god ..[sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Samsung s4 [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Supab apps [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Expecting more effects ..[sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Sudden crash [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,1 -1 0 
0,"1 -1 0 Bubble [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Gr8 app [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Micromax A27 [proper noun] [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 PicArt [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,1 -1 0 
0,"1 -1 0 On point [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 This Is [proper noun] PooTastic [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Jimmi [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Kishan [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 above average [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Lumayan lah [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Jmb balari [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Consistent [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 All time faviourate [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Ajay Singh [proper noun] [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 nic [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 H [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,1 -1 0 
0,"1 -1 0 v [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Ever never [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Pictures [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Its azm [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Note2 [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Rhey koo [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,1 -1 0 
0,"1 -1 0 martina [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 I use it all the time [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 ok [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Exellent [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Yup [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Byby photoshop [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,1 -1 0 
0,"1 -1 0 Pta nhi kya h [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Ik [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 FOLLOW ME I FOLLOW BACK [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Thumbs Up [proper noun] [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Waw [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Tumari ma ka bhosra [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 RAVE [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 2 thumbs up [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Its awsome [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Funky [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 bien [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 FRANKY OWENS [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 i cant lie [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Mast [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,1 -1 0 
0,"1 -1 0 Very [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Hi [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Nalla irukku [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 G [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Pics art [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Really Amazing [proper noun] [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Powerful [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 :)More [proper noun] photos ,crate more .[sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Just perfect[2] [+-1 booster word] [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 A really [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 0 [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Samsung Mega [proper noun] [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,1 -1 0 
0,"2 -2 0 'this is a good[2] app ,its just stop working at a point of time &then i'll have to uninstall &install it back again .[sentence: 2,-1] 'makes me wanna go crazy[-2] .[sentence: 1,-2] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Very Exellent [proper noun] [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Done [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Over [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Gud [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 &lt [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Tack pic and edit [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Picsart [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"2 -2 0 Kick[-2] a **photo editorI recommended this app to all my friends[2] ,so simple and efficient [sentence: 2,-2] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 App install issue [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Ggt [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 fehler [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Bugs [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Sprint HTC ONE [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 S2 [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Suprb [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Suprb [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Kiran [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 PicsArt Photo [proper noun] is really superb [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 A [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Supr app [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Note3 [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,1 -1 0 
0,"1 -1 0 Veeri fain [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Attention [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Loveloveloveit [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Kull [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 App [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Gud 1 [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Kinda Cool [proper noun] [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Samsung galaxy s4 [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Gud [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Photo ...[sentence: 1,-1] photo photo [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Mast [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 NO [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Latest update is laggy [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Gud aps [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 jst osm [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Notification service is always runningI have turn off all notifications ,but it's still running .[sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Wew [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Ok [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Usman Sanghera [proper noun] [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Kamal [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 galaxy pocket [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 RAMANATH [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,1 -1 0 
0,"1 -1 0 Suuppeerrbb App [proper noun] [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Nothing [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"2 -2 0 Cool[2] but sometimes annoying[-3] [--1 booster word] [sentence: 2,-2] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Galaxy Grand [proper noun] [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 3 [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Sudheer biloli [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,1 -1 0 
0,"1 -1 0 Hii [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Gg [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Got the setisfection by editing ...[sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Pic in colors i have never seem before [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,1 -1 0 
0,"1 -1 0 More n more effects [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Superb [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"2 -2 0 Faaltooooo [+0.6 spelling mood emphasis] app .....
[sentence: 2,-1] Don't install 
Its [proper noun] a Time [proper noun] waste[-2] [sentence: 1,-2] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Huft [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Add a few free packs in the shop .[sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
